id	ini	fn	pt	单字	漢字_程序改名	IPA_程序改名	注釋_程序改名
2240	ʦ	uɔn	451	鑽	ʦuɔn451	ʦuɔn5	电～[名]，～石
2241	ʦ	iɛt	45	撮	ʦiɛt45	ʦiɛt7	一～毛
2243	ɬ	uɔn	33	酸	ɬuɔn33	ɬuɔn1a	～甜
2244	ɬ	ɔn	451	算	ɬɔn451	ɬɔn5	计～
2245	ɬ	ɔn	451	蒜	ɬɔn451	ɬɔn5	大蒜，蒜头
2246	k	ɔn	33	官	kɔn33	kɔn1a	～司，当～
2247	k	ɔn	33	棺	kɔn33	kɔn1a	～材
2248	k	ɔn	33	觀	kɔn33	kɔn1a	参～，～音
2249	k	ɔn	451	冠	kɔn451	kɔn5	衣～，鸡～花
2250	k	ɔn	21	管	kɔn21	kɔn3	～理，气～
2251	k	ɔn	21	館	kɔn21	kɔn3	图书～
2252	k	ɔn	451	貫	kɔn451	kɔn5	一～，～彻
2253	k	ɔn	451	灌	kɔn451	kɔn5	～溉
2254	k	ɔn	451	罐	kɔn451	kɔn5	～头
2255	k	ɔn	33	觀	kɔn33	kɔn1a	道～
2256	k	ɔn	451	冠	kɔn451	kɔn5	～军
2257	kʰ	ɔk	21	括	kʰɔk21	kʰɔk8a	包～
2258	f	ɔn	33	寬	fɔn33	fɔn1a	～松
2259	f	ɔn	21	款	fɔn21	fɔn3	汇～，拨～
2260	f	æk	21	闊	fæk21	fæk8a	开～
2261	v	an	21	玩	van21	van3	～具，游～
2262	f	ɔn	33	歡	fɔn33	fɔn1a	喜～，～喜
2263	v	ɔn	21	喚	vɔn21	vɔn3	呼～
2264	v	ɔn	21	煥	vɔn21	vɔn3	～然一新
2266	f	an	213	桓	fan213	fan2	齐～公
2267	j	an	213	完	jan213	jan2	～全[文]
2268	j	an	213	完	jan213	jan2	用～，食～[白]
2269	j	an	213	丸	jan213	jan2	肉～，药～
2270	v	ɔn	21	緩	vɔn21	vɔn3	～慢，迟～
2271	j	an	21	皖	jan21	jan3	安徽简称，～南事变
2272	v	ɔn	21	換	vɔn21	vɔn3	交～[文]
2273	v	ɔn	21	換	vɔn21	vɔn3	～水[白]
2274	v	ɔn	21	換	vɔn21	vɔn3	金不换[白]
2275	v	æk	21	活	væk21	væk8a	生～
2276	v	ɔn	21	豌	vɔn21	vɔn3	～豆
2277	v	ɔn	21	碗	vɔn21	vɔn3	饭～
2278	v	ɔn	21	腕	vɔn21	vɔn3	手～
2280	ŋ	an	213	頑	ŋan213	ŋan2	～固，～皮
2281	v	an	21	幻	van21	van3	科～，～想
2282	v	æk	21	滑	væk21	væk8a	地～，～稽
2283	v	æk	21	猾	væk21	væk8a	狡～
2284	v	æk	21	挖	væk21	væk8a	～掘[文]
2285	v	æk	21	挖	væk21	væk8a	穵[白]
2287	kʰ	ɐn	451	閂	kʰɐn451	kʰɐn5	～门，门～
2288	ʦʰ	uɔn	213	拴	ʦʰuɔn213	ʦʰuɔn2	拴住（捆绑）
2289	s	æk	45	刷	sæk45	sæk7	～牙，牙～
2290	k	uɔn	33	關	kuɔn33	kuɔn1a	～门，海～
2291	k	uɔn	451	慣	kuɔn451	kuɔn5	习～
2292	k	uæk	21	刮	kuæk21	kuæk8a	～毛，搜～
2293	v	an	213	還	van213	van2	～原[文]
2294	v	an	213	還	van213	van2	～钱[白]
2295	v	an	213	還	van213	van2	～有[白]
2296	v	an	213	環	van213	van2	～境
2297	v	an	21	患	van21	van3	～病，忧～
2298	v	an	21	宦	van21	van3	～官
2299	v	an	45	彎	van45	van1b	转～
2300	v	an	33	灣	van33	van1a	台～，海～
2301	l	ian	213	戀	lian213	lian2	～爱
2302	l	iɛt	21	劣	liɛt21	liɛt8a	～质，恶～
2303	ʦʰ	uɔn	213	全	ʦʰuɔn213	ʦʰuɔn2	～部，安～
2304	ʦʰ	an	21	泉	ʦʰan21	ʦʰan3	～水，喷～
2305	ʦʰ	iɛt	21	絕	ʦʰiɛt21	ʦʰiɛt8a	～对
2306	ɬ	ian	33	宣	ɬian33	ɬian1a	～布，～传
2307	ɬ	ian	21	選	ɬian21	ɬian3	～择，挑～
2308	ɬ	iɛt	21	雪	ɬiɛt21	ɬiɛt8a	落～（下雪），～白
2309	ɬ	ian	213	旋	ɬian213	ɬian2	～转
2310	ʦʰ	ɔn	451	轉	ʦʰɔn451	ʦʰɔn5	～学，～移，翻～
2311	ʦʰ	ɔn	451	轉	ʦʰɔn451	ʦʰɔn5	～圈
2313	ʦʰ	ɔn	213	傳	ʦʰɔn213	ʦʰɔn2	～达，流～
2314	ʦʰ	ɔn	213	傳	ʦʰɔn213	ʦʰɔn2	～记，自～
2315	ʦʰ	ɔn	33	專	ʦʰɔn33	ʦʰɔn1a	～门，大～
2316	ʦ	ɔn	33	磚	ʦɔn33	ʦɔn1a	～头
2317	ʦʰ	uk	21	拙	ʦʰuk21	ʦʰuk8a	勤能补～
2318	ʦʰ	ɔn	33	川	ʦʰɔn33	ʦʰɔn1a	四～
2319	ʦʰ	ɔn	33	穿	ʦʰɔn33	ʦʰɔn1a	～堂风，揭～
2320	ʦʰ	ɔn	21	喘	ʦʰɔn21	ʦʰɔn3	哮～
2321	ʦʰ	ɔn	451	串	ʦʰɔn451	ʦʰɔn5	一～，～通
2322	ʦʰ	ɔn	213	船	ʦʰɔn213	ʦʰɔn2	轮～
2323	s	ɔk	21	說	sɔk21	sɔk8a	小～
2324	ȵ	ɔn	33	軟	ȵɔn33	ȵɔn1a	～弱
2325	k	uan	21	捲	kuan21	kuan3	～起来[动]
2326	k	uan	451	眷	kuan451	kuan5	～属
2327	k	uan	21	卷	kuan21	kuan3	试～[名]
2328	k	uan	33	絹	kuan33	kuan1a	绢
2329	kʰ	uan	45	圈	kʰuan45	kʰuan1b	圆～，～套
2330	kʰ	uan	213	拳	kʰuan213	kʰuan2	～头
2331	kʰ	uan	213	權	kʰuan213	kʰuan2	～利
2332	k	uan	21	倦	kuan21	kuan3	疲～
2333	j	an	213	圓	jan213	jan2	团～
2334	j	an	213	員	jan213	jan2	人～，～工
2335	j	an	21	院	jan21	jan3	医～，～长
2336	j	an	213	緣	jan213	jan2	～分
2337	j	an	213	沿	jan213	jan2	边～，～江路
2338	j	an	213	鉛	jan213	jan2	～笔，～球
2339	k	ian	33	捐	kian33	kian1a	～钱
2340	j	æk	21	悦	jæk21	jæk8a	愉～
2341	j	æk	21	閱	jæk21	jæk8a	～读
2342	pʰ	an	33	藩	pʰan33	pʰan1a	曾国～
2343	f	an	21	反	fan21	fan3	～对，造～
2344	f	an	451	販	fan451	fan5	～毒，小～，～卖
2345	f	æk	21	髮	fæk21	fæk8a	头～
2346	f	æk	21	發	fæk21	fæk8a	～展，～财[文]
2347	f	æk	21	發	fæk21	fæk8a	～虫（长虫）[白]
2348	f	an	33	翻	fan33	fan1a	～书[文]
2349	f	an	33	翻	fan33	fan1a	翻转；呕吐[白]
2350	f	an	33	番	fan33	fan1a	三～两次，～薯
2351	f	an	33	番	fan33	fan1a	一～被（一床被子）
2352	pʰ	an	33	番	pʰan33	pʰan1a	～禺（地名）
2353	f	an	213	煩	fan213	fan2	麻～
2354	f	an	213	礬	fan213	fan2	明～
2355	f	an	213	繁	fan213	fan2	～华
2356	f	an	21	飯	fan21	fan3	～店[文]
2357	f	an	21	飯	fan21	fan3	食～（吃饭）[白]
2358	f	æk	21	伐	fæk21	fæk8a	讨～，～木工人
2359	f	æk	21	筏	fæk21	fæk8a	竹～（竹排）
2360	f	æk	21	罰	fæk21	fæk8a	～款，惩～
2361	m	an	451	晚	man451	man5	～会
2362	m	an	21	挽	man21	man3	～留，手～手
2363	m	an	21	萬	man21	man3	～一
2364	m	an	21	蔓	man21	man3	～延，瓜～
2365	m	æk	21	襪	mæk21	mæk8a	鞋～
2366	m	ɔn	45	□	mɔn45	mɔn1b	蕨类植物
2367	h	ian	451	勸	hian451	hian5	规～
2369	k	uk	21	掘	kuk21	kuk8a	挖～
2370	ȵ	an	213	元	ȵan213	ȵan2	～旦[文]
2371	j	an	213	元	jan213	jan2	一～钱[白]
2372	ȵ	an	213	原	ȵan213	ȵan2	～来，平～
2373	j	an	213	源	jan213	jan2	～头，来～
2374	j	an	21	阮	jan21	jan3	姓，～玲玉
2375	ȵ	an	21	願	ȵan21	ȵan3	～望
2376	j	æk	21	月	jæk21	jæk8a	三～
2377	ɬ	ian	33	喧	ɬian33	ɬian1a	～哗，～闹
2378	j	an	33	冤	jan33	jan1a	～枉
2379	j	an	451	怨	jan451	jan5	～人，埋～
2380	j	an	213	袁	jan213	jan2	姓，～世凯
2381	j	an	213	轅	jan213	jan2	轩～
2382	j	an	213	園	jan213	jan2	菜～，花～
2383	v	ɔn	21	援	vɔn21	vɔn3	～助，支～
2384	j	an	21	遠	jan21	jan3	永～
2385	j	æk	21	越	jæk21	jæk8a	～来～好
2386	ȵ	iɛt	21	曰	ȵiɛt21	ȵiɛt8a	子～
2387	j	æk	21	粵	jæk21	jæk8a	～东
2388	kʰ	iɛt	21	決	kʰiɛt21	kʰiɛt8a	～定
2389	kʰ	iɛt	21	訣	kʰiɛt21	kʰiɛt8a	口～
2390	h	ian	21	犬	hian21	hian3	狂～病
2391	kʰ	iɛt	21	缺	kʰiɛt21	kʰiɛt8a	～点
2392	s	æk	21	血	sæk21	sæk8a	流～
2393	h	ian	213	玄	hian213	hian2	～妙
2394	j	ui	213	懸	jui213	jui2	*～挂，～崖
2395	j	an	21	縣	jan21	jan3	～长
2396	h	ian	213	眩	hian213	hian2	晕眩，～昏
2397	j	æk	21	穴	jæk21	jæk8a	～位
2398	j	an	33	淵	jæk21	jan1a	深～，～源
2399	tʰ	un	33	吞	tʰun33	tʰun1a	～口水
2400	k	ɐn	33	跟	kɐn33	kɐn1a	～从
2401	k	ɐn	33	根	kɐn33	kɐn1a	～本，树～
2402	h	ɐn	21	懇	hɐn21	hɐn3	～求，诚～
2403	h	ɐn	213	墾	hɐn213	hɐn2	开～
2404	ŋ	ɐn	213	齦	ŋɐn213	ŋɐn2	牙～肉（牙龈）
2405	h	ɐn	213	痕	hɐn213	hɐn2	～迹
2406	h	ɐn	21	很	hɐn21	hɐn3	～大
2407	h	ɐn	21	恨	hɐn21	hɐn3	仇～
2408	j	ɐn	33	恩	jɐn33	jɐn1a	～人
2409	p	ɐn	45	彬	pɐn45	pɐn1b	文质～～；人名用字
2410	p	ɐn	33	賓	pɐn33	pɐn1a	贵～
2411	p	ɐn	33	檳	pɐn33	pɐn1a	～榔
2412	p	ɐn	33	滨	pɐn33	pɐn1a	哈尔～（地名）
2413	p	ɐn	451	殯	pɐn451	pɐn5	～仪馆，出～
2414	p	ɐn	451	鬢	pɐn451	pɐn5	～角
2415	p	ɐt	21	筆	pɐt21	pɐt8a	毛～，～记
2416	p	ɐt	21	畢	pɐt21	pɐt8a	～业
2417	p	iɛt	21	必	piɛt21	piɛt8a	～须
2418	pʰ	ɐt	45	匹	pʰɐt45	pʰɐt7	～配
2419	pʰ	ɐn	213	貧	pʰɐn213	pʰɐn2	扶～
2420	pʰ	ɐn	213	頻	pʰɐn213	pʰɐn2	～繁
2421	p	ɐk	21	弼	pɐk21	pɐk8a	～马温；任～时
2422	m	ɐn	21	閩	mɐn21	mɐn3	福建简称，～南
2423	m	ɐn	213	民	mɐn213	mɐn2	人～，～族
2424	m	ɐn	451	憫	mɐn451	mɐn5	怜～
2425	m	ɐn	21	敏	mɐn21	mɐn3	灵～
2426	m	ɐt	21	密	mɐt21	mɐt8a	秘～，～封
2427	m	ɐn	45	抿	mɐn45	mɐn1b	小口喝
2428	m	ɐt	21	蜜	mɐt21	mɐt8a	～蜂
2429	l	ɐn	213	鄰	lɐn213	lɐn2	～居
2430	l	ɐn	213	鱗	lɐn213	lɐn2	鱼～
2431	l	ɐn	213	燐	lɐn213	lɐn2	～肥
2432	m	ɐn	213	吝	mɐn213	mɐn2	吝啬
2433	l	ɐt	21	栗	lɐt21	lɐt8a	～子
2434	ʦ	ɐn	33	津	ʦɐn33	ʦɐn1a	天～（地名）
2435	ʦʰ	ɐn	21	儘	ʦʰɐn21	ʦʰɐn3	～管，～早
2436	ʦʰ	ɐn	451	進	ʦʰɐn451	ʦʰɐn5	～步，前～
2437	ʦʰ	ɐn	451	晉	ʦʰɐn451	ʦʰɐn5	山西简称；魏～南北朝
2438	ʦʰ	ɐn	33	親	ʦʰɐn33	ʦʰɐn1a	～生，父～
2439	ʦʰ	ɐn	33	親	ʦʰɐn33	ʦʰɐn1a	～家
2440	ʦʰ	ɐt	21	七	ʦʰɐt21	ʦʰɐt8a	数字
2441	ʦʰ	ɐt	21	漆	ʦʰɐt21	ʦʰɐt8a	油～
2442	ʦʰ	ɐn	213	秦	ʦʰɐn213	ʦʰɐn2	姓；～国
2443	ʦʰ	ɐn	21	盡	ʦʰɐn21	ʦʰɐn3	～量，～力，～头
2444	ʦʰ	ɐt	21	疾	ʦʰɐt21	ʦʰɐt8a	残～
2445	ɬ	ɐn	33	辛	ɬɐn33	ɬɐn1a	～苦
2446	ɬ	ɐn	33	新	ɬɐn33	ɬɐn1a	～旧
2447	ɬ	ɐn	33	新	ɬɐn33	ɬɐn1a	～妇（儿媳妇）
2448	ɬ	ɐn	33	薪	ɬɐn33	ɬɐn1a	～水
2449	ɬ	ɐn	451	信	ɬɐn451	ɬɐn5	相～
2450	ɬ	ɐn	451	訊	ɬɐn451	ɬɐn5	通～
2451	ɬ	ɐn	21	悉	ɬɐn21	ɬɐn3	熟～
2452	ɬ	ɐt	45	膝	ɬɐt45	ɬɐt7	～头（膝盖）
2453	ʦ	ɐn	33	珍	ʦɐn33	ʦɐn1a	～珠
2454	ʦ	ɐn	451	鎮	ʦɐn451	ʦɐn5	～长，～压
2455	ʦʰ	ɐn	451	趁	ʦʰɐn451	ʦʰɐn5	～机
2456	ʦʰ	ɐn	213	陳	ʦʰɐn213	ʦʰɐn2	姓；～列，～皮
2457	ʦʰ	ɐn	213	塵	ʦʰɐn213	ʦʰɐn2	灰～，～灰
2458	ʦʰ	ɐn	21	陣	ʦʰɐn21	ʦʰɐn3	～雨
2459	ʦʰ	ɐt	21	姪	ʦʰɐt21	ʦʰɐt8a	～子
2460	tʰ	iɛt	21	秩	tʰiɛt21	tʰiɛt8a	～序
2461	ʦ	ɐn	33	臻	ʦɐn33	ʦɐn1a	聂荣～
2462	ʦʰ	ɐn	451	襯	ʦʰɐn451	ʦʰɐn5	～衫
2463	ɬ	ɐt	21	蝨	ɬɐt21	ɬɐt8a	虱子，～嫲
2464	ʦ	ɐn	33	真	ʦɐn33	ʦɐn1a	认～，～假
2465	ʦʰ	ɐn	21	診	ʦʰɐn21	ʦʰɐn3	急～
2466	ʦʰ	ɐn	21	疹	ʦʰɐn21	ʦʰɐn3	麻～
2467	ʦ	ɐn	451	振	ʦɐn451	ʦɐn5	～动
2468	ʦ	ɐn	451	震	ʦɐn451	ʦɐn5	地～
2469	ʦ	ɐt	21	質	ʦɐt21	ʦɐt8a	～量，品～
2470	s	ɐn	213	神	sɐn213	sɐn2	～仙，精～
2471	s	ɐt	21	實	sɐt21	sɐt8a	老～，～在
2472	s	ɐn	33	身	sɐn33	sɐn1a	～体，上～
2473	s	ɐn	33	申	sɐn33	sɐn1a	～请；地支，申酉戌亥
2474	s	ɐn	33	伸	sɐn33	sɐn1a	～展，延～[文]
2475	ʦ	ɐn	33	伸	ʦɐn33	ʦɐn1a	～手[白]
2476	s	ɐn	213	娠	sɐn213	sɐn2	妊～反应
2477	ʦ	ɐn	21	失	ʦɐn21	ʦɐn3	～去，丧～
2478	s	ɐn	21	室	sɐn21	sɐn3	教～，～内
2479	s	ɐn	213	辰	sɐn213	sɐn2	时～
2480	s	ɐn	213	晨	sɐn213	sɐn2	朝～
2481	s	ɐn	213	臣	sɐn213	sɐn2	大～
2482	s	ɐn	21	腎	sɐn21	sɐn3	～病
2483	s	ɐn	21	腎	sɐn21	sɐn3	鸡～（鸡肫）[白]
2484	s	ɐn	21	慎	sɐn21	sɐn3	谨～，～重
2485	ȵ	ɐn	213	人	ȵɐn213	ȵɐn2	老～，～民
2486	ȵ	ɐn	213	仁	ȵɐn213	ȵɐn2	～义
2487	ȵ	ɐn	33	忍	ȵɐn33	ȵɐn1a	～耐，～受
2488	ȵ	ɐn	21	刃	ȵɐn21	ȵɐn3	刀～
2489	ȵ	ɐn	21	認	ȵɐn21	ȵɐn3	承～，～真
2491	ȵ	ɐn	451	靭	ȵɐn451	ȵɐn5	不易断[白]
2492	ȵ	ɐt	21	日	ȵɐt21	ȵɐt8a	十～，～期
2493	k	ɐn	33	巾	kɐn33	kɐn1a	围～
2494	k	ɐn	21	緊	kɐn21	kɐn3	～张
2495	k	ɐt	21	吉	kɐt21	kɐt8a	～利
2496	k	ɐn	21	僅	kɐn21	kɐn3	～～，不～
2497	ŋ	ɐn	213	銀	ŋɐn213	ŋɐn2	金～，～行
2498	j	ɐn	213	釁	jɐn213	jɐn2	挑～
2499	j	ɐn	33	因	jɐn33	jɐn1a	原～
2500	j	ɐn	33	姻	jɐn33	jɐn1a	婚～
2501	j	ɐn	451	印	jɐn451	jɐn5	手～
2502	j	ɐt	21	乙	jɐt21	jɐt8a	天干，甲乙丙丁
2503	j	ɐt	21	一	jɐt21	jɐt8a	数字
2504	ȵ	ɐn	213	寅	ȵɐn213	ȵɐn2	地支，子丑寅卯
2505	j	ɐn	21	引	jɐn21	jɐn3	吸～
2506	j	ɐt	45	逸	jɐt45	jɐt7	劳～结合
2507	k	ɐn	33	斤	kɐn33	kɐn1a	～两
2508	k	ɐn	33	筋	kɐn33	kɐn1a	牛～丸
2509	k	ɐn	21	謹	kɐn21	kɐn3	～慎，严～
2510	k	ɐn	451	勁	kɐn451	kɐn5	有～，～敌
2511	ŋ	ɐt	45	訖	ŋɐt45	ŋɐt7	收～
2512	h	ɐt	21	乞	hɐt21	hɐt8a	～食，～求
2513	kʰ	ɐn	213	勤	kʰɐn213	kʰɐn2	～劳
2514	kʰ	ɐn	213	芹	kʰɐn213	kʰɐn2	～菜
2515	kʰ	un	33	近	kʰun33	kʰun1a	最～，～来[文]
2516	kʰ	un	33	近	kʰun33	kʰun1a	远近[白]
2517	j	ɐn	33	欣	jɐn33	jɐn1a	～赏
2518	j	ɐn	33	殷	jɐn33	jɐn1a	姓；～勤
2519	j	ɐn	21	隱	jɐn21	jɐn3	～形，～身
2520	j	ɐn	21	瘾	jɐn21	jɐn3	喜欢；烟～
2521	p	ɐn	33	奔	pɐn33	pɐn1a	～跑，东～西走
2522	p	ɐn	21	本	pɐn21	pɐn3	～来，书～
2523	p	ɐt	21	不	pɐt21	pɐt8a	～过
2524	pʰ	ɐn	451	噴	pʰɐn451	pʰɐn5	～水；～嚏
2525	pʰ	ɐn	213	盆	pʰɐn213	pʰɐn2	面～（脸盆），～地
2526	p	ɐn	451	笨	pɐn451	pɐn5	～蛋[文]
2527	p	ɐn	451	笨	pɐn451	pɐn5	厚[白]
2528	pʰ	æk	33	勃	pʰæk33	pʰæk8b	勃，蓬～，生机～～
2529	m	ɐn	213	門	mɐn213	mɐn2	关～
2530	m	ɐn	451	悶	mɐn451	mɐn5	烦～，～热
2531	m	ɔ	213	沒	mɔ213	mɔ2	沉～，～有，出～
2532	t	un	45	敦	tun45	tun1b	～厚；伦～（地名）
2533	t	un	21	墩	tun21	tun3	桥～
2534	t	un	21	頓	tun21	tun3	停～，～脚
2535	tʰ	ui	451	褪	tʰui451	tʰui5	～色
2536	tʰ	un	213	屯	tʰun213	tʰun2	～田
2537	tʰ	uɔn	213	豚	tʰuɔn213	tʰuɔn2	海～
2538	tʰ	un	213	囤	tʰun213	tʰun2	～积
2539	tʰ	un	213	沌	tʰun213	tʰun2	混～
2540	tʰ	un	21	盾	tʰun21	tʰun3	矛～
2541	tʰ	un	21	鈍	tʰun21	tʰun3	迟～，～角
2542	tʰ	un	21	遁	tʰun21	tʰun3	逃～
2543	tʰ	uk	21	凸	tʰuk21	tʰuk8a	～起
2544	tʰ	uk	21	突	tʰuk21	tʰuk8a	～然
2545	tʰ	uk	21	突	tʰuk21	tʰuk8a	～出
2546	n	un	21	嫩	nun21	nun3	不老
2547	l	un	21	論	lun21	lun3	～语
2548	l	un	213	崙	lun213	lun2	昆～
2549	l	un	21	論	lun21	lun3	议～，～文
2550	ʦ	uɔn	33	尊	ʦuɔn33	ʦuɔn1a	～重
2551	ʦ	uk	45	卒	ʦuk45	ʦuk7	兵～，小～
2552	ʦʰ	un	33	村	ʦʰun33	ʦʰun1a	～长
2553	ʦʰ	un	451	寸	ʦʰun451	ʦʰun5	尺～
2554	ʦ	ui	451	猝	ʦui451	ʦui5	仓～，～死
2555	ʦʰ	uɔn	213	存	ʦʰuɔn213	ʦʰuɔn2	～在，～折，储～
2556	p	ɐi	45	蹲	pɐi45	pɐi1b	～马（扎马步）[文]
2557	p	ɐi	45	蹲	pɐi45	pɐi1b	蹲下[白]
2558	ɬ	ɐn	33	孫	ɬɐn33	ɬɐn1a	姓；子～
2559	ɬ	iɐn	21	損	ɬiɐn21	ɬiɐn3	～坏
2560	ɬ	ian	451	遜	ɬian451	ɬian5	～色，谦～
2561	kʰ	uɐn	33	昆	kʰuɐn33	kʰuɐn1a	～明，～虫
2562	k	uɐn	21	滾	kuɐn21	kuɐn3	～动；水开
2563	k	uɐn	451	棍	kuɐn451	kuɐn5	长～
2564	k	uɐt	21	骨	kuɐt21	kuɐt8a	～头
2565	kʰ	uɐn	33	坤	kʰuɐn33	kʰuɐn1a	乾～
2566	kʰ	ɐn	21	綑	kʰɐn21	kʰɐn3	～绑
2567	kʰ	ɐn	451	困	kʰɐn451	kʰɐn5	～难
2568	kʰ	ɐt	45	窟	kʰɐt45	kʰɐt7	～窿[文]
2569	kʰ	uɐt	45	窟	kʰuɐt45	kʰuɐt7	小坑[白]
2570	f	ɐn	33	昏	fɐn33	fɐn1a	黄～
2571	f	ɐn	33	婚	fɐn33	fɐn1a	结～
2572	f	ɐt	45	忽	fɐt45	fɐt7	～然
2573	v	ɐn	213	魂	vɐn213	vɐn2	灵～
2574	v	ɐn	213	渾	vɐn213	vɐn2	～浊[文]
2575	v	ɐn	213	渾	vɐn213	vɐn2	水浑[白]
2576	k	uɐn	21	混	kuɐn21	kuɐn3	～淆，相～
2577	h	ɐt	21	核	hɐt21	hɐt8a	～心，～对[文]
2578	h	ɐt	21	核	hɐt21	hɐt8a	龙眼～[白]
2579	v	ɐt	21	核	vɐt21	vɐt8a	～卵（睾丸）[白]
2580	v	ɐn	33	溫	vɐn33	vɐn1a	～度，～和
2581	v	ɐn	33	瘟	vɐn33	vɐn1a	鸡～
2582	v	ɐn	21	穩	vɐn21	vɐn3	～定，求～
2583	l	un	213	倫	lun213	lun2	～理，天～之乐
2584	l	un	213	淪	lun213	lun2	沉～
2585	l	un	213	輪	lun213	lun2	车～，～流
2586	l	uk	21	律	luk21	luk8a	法～，～师
2587	l	uk	21	率	luk21	luk8a	效～
2588	ʦ	un	33	遵	ʦun33	ʦun1a	～守
2589	ʦ	un	451	俊	ʦun451	ʦun5	英～
2590	ɬ	un	213	筍	ɬun213	ɬun2	竹～
2591	ɬ	un	21	榫	ɬun21	ɬun3	～头（接合处）
2592	ɬ	ɐn	451	迅	ɬɐn451	ɬɐn5	～速
2593	ɬ	ɐt	45	戌	ɬɐt45	ɬɐt7	戊～变法
2594	ɬ	ɐt	21	恤	ɬɐt21	ɬɐt8a	体～，抚～
2595	ʦʰ	un	213	旬	ʦʰun213	ʦʰun2	上～
2596	ʦʰ	ɐn	213	循	ʦʰɐn213	ʦʰɐn2	遵～，～环
2597	ʦʰ	un	213	巡	ʦʰun213	ʦʰun2	～逻，出～
2598	s	un	33	殉	sun33	sun1a	～职，～情
2599	ʦʰ	un	33	椿	ʦʰun33	ʦʰun1a	～树，香～
2600	ʦ	uk	21	朮	ʦuk21	ʦuk8a	白～（中药）
2601	ɬ	ɐt	45	率	ɬɐt45	ɬɐt7	～领
2602	ɬ	ɐt	45	蟀	ɬɐt45	ɬɐt7	蟋～
2603	ʦ	un	21	準	ʦun21	ʦun3	瞄～，～则
2604	ʦ	un	21	准	ʦun21	ʦun3	批～，～确
2605	ʦʰ	un	33	春	ʦʰun33	ʦʰun1a	立～
2606	ʦʰ	un	21	蠢	ʦʰun21	ʦʰun3	～才
2607	ʦʰ	uk	21	出	ʦʰuk21	ʦʰuk8a	～入，～发
2608	s	un	213	脣	sun213	sun2	嘴～[文]
2609	s	un	213	脣	sun213	sun2	嘴～[训，舷]
2610	s	un	21	順	sun21	sun3	～利，～风
2611	s	uk	21	術	suk21	suk8a	技～
2612	s	uk	21	述	suk21	suk8a	叙～
2613	s	un	451	舜	sun451	sun5	尧～
2614	s	ɐn	213	純	sɐn213	sɐn2	单～，～粹
2615	s	ɐn	213	醇	sɐn213	sɐn2	酒味～
2616	ȵ	ɐn	21	潤	ȵɐn21	ȵɐn3	利～，～色
2617	ȵ	ɐn	21	閏	ȵɐn21	ȵɐn3	～月
2618	k	uɐn	33	均	kuɐn33	kuɐn1a	平～，～匀
2619	k	uɐn	33	鈞	kuɐn33	kuɐn1a	千～一发
2620	k	ɐt	21	橘	kɐt21	kɐt8a	橘子
2621	kʰ	uɐn	21	菌	kʰuɐn21	kʰuɐn3	细～
2622	j	un	213	勻	jun213	jun2	均～
2623	j	un	21	允	jun21	jun3	～许
2624	v	ɐn	33	尹	vɐn33	vɐn1a	姓，～相杰
2625	f	ɐn	45	分	fɐn45	fɐn1b	～数，区～[文]
2626	f	ɐn	33	分	fɐn33	fɐn1a	给[白]
2627	f	ɐn	21	粉	fɐn21	fɐn3	～笔，面～[文]
2628	f	ɐn	21	粉	fɐn21	fɐn3	～松[白]
2629	f	ɐn	451	糞	fɐn451	fɐn5	粪便
2630	f	ɐn	21	奮	fɐn21	fɐn3	～斗
2631	f	ɐn	45	芬	fɐn45	fɐn1b	～芳
2632	f	ɐn	33	紛	fɐn33	fɐn1a	纠～
2633	f	ɐt	21	彿	fɐt21	fɐt8a	仿～
2634	f	ɐn	213	焚	fɐn213	fɐn2	～烧
2635	f	ɐn	213	墳	fɐn213	fɐn2	～墓，上～
2636	f	ɐn	21	愤	fɐn21	fɐn3	气～，～怒
2637	f	ɐn	21	忿	fɐn21	fɐn3	～～不平
2638	f	ɐn	21	份	fɐn21	fɐn3	～量
2639	f	ɐt	21	佛	fɐt21	fɐt8a	拜～
2640	m	ɐn	213	文	mɐn213	mɐn2	～章，论～
2641	m	ɐn	213	紋	mɐn213	mɐn2	花～
2642	m	ɐn	33	蚊	mɐn33	mɐn1a	～香
2643	m	ɐn	213	聞	mɐn213	mɐn2	新～
2644	m	ɐn	21	吻	mɐn21	mɐn3	接～
2646	m	ɐn	451	問	mɐn451	mɐn5	～题
2647	m	ɐt	21	物	mɐt21	mɐt8a	～理[文]
2648	m	ɐt	21	物	mɐt21	mɐt8a	～件[白]
2649	m	ɐt	21	勿	mɐt21	mɐt8a	非礼～视
2650	k	uɐn	33	君	kuɐn33	kuɐn1a	～子
2651	k	uɐn	33	軍	kuɐn33	kuɐn1a	～队，参～
2652	v	ɐt	45	屈	vɐt45	vɐt7	委～，～服[文]
2653	v	ɐt	45	屈	vɐt45	vɐt7	委屈，～气[白]
2654	kʰ	uɐn	213	群	kʰuɐn213	kʰuɐn2	～众
2655	kʰ	uɐn	213	裙	kʰuɐn213	kʰuɐn2	裙子
2656	f	ɐn	21	郡	fɐn21	fɐn3	～主
2657	kʰ	ɐt	21	掘	kʰɐt21	kʰɐt8a	挖～
2658	kʰ	ɐt	21	倔	kʰɐt21	kʰɐt8a	～强
2659	f	ɐn	33	熏	fɐn33	fɐn1a	～陶，烟～人[文]
